Gene ID	Gene Name	Reference	Strand	Start	End
ENSBTAG00000037322	ENSBTAG00000037322	18	-	33396194	33396277
ENSBTAG00000002515	DNAAF3	18	+	62710105	62716224
ENSBTAG00000002853	HRC	18	-	56107442	56111943
ENSBTAG00000020236	NECAB2	18	+	10316499	10350461
ENSBTAG00000023464	ZNF546	18	+	47280908	47330516
ENSBTAG00000006566	GPR43	18	+	46312178	46314341
ENSBTAG00000040605	FOXL1	18	+	12433768	12434808
ENSBTAG00000001654	SNTB2	18	+	36510905	36574882
ENSBTAG00000004725	NLRP9	18	-	62219311	62245235
ENSBTAG00000011723	GRIK5	18	+	51520760	51578983
ENSBTAG00000004568	GALNS	18	-	14061951	14077096
ENSBTAG00000044237	U6	18	+	8655922	8656025
ENSBTAG00000000330	ALDH16A1	18	+	56364610	56378365
ENSBTAG00000003895	CYBA	18	-	13931107	13938075
ENSBTAG00000012035	EXOC3L1	18	-	34940463	34946013
ENSBTAG00000045255	ENSBTAG00000045255	18	+	29266030	29266133
ENSBTAG00000045507	ZNF469	18	+	13740622	13753849
ENSBTAG00000047724	ENSBTAG00000047724	18	-	45562957	45564333
ENSBTAG00000011262	ZNF548	18	-	64782536	64787765
ENSBTAG00000002055	ENSBTAG00000002055	18	-	64049538	64077509
ENSBTAG00000038526	ENSBTAG00000038526	18	+	57748093	57753897
ENSBTAG00000008777	ATP4A	18	-	46398986	46407765
ENSBTAG00000045656	ENSBTAG00000045656	18	+	46277661	46278152
ENSBTAG00000045632	bta-mir-2904-3	18	-	50715411	50715480
ENSBTAG00000047062	LRP3	18	+	43834325	43846316
ENSBTAG00000013239	CAPN12	18	-	48743599	48755715
ENSBTAG00000014087	SUV420H2	18	-	62580694	62587280
ENSBTAG00000032018	ZNF19	18	+	39727958	39762291
ENSBTAG00000006208	ADCY7	18	+	18745674	18809260
ENSBTAG00000013412	NFAT5	18	+	36847730	36898690
ENSBTAG00000002522	SYT5	18	+	62700854	62707444
ENSBTAG00000037906	ENSBTAG00000037906	18	+	58194882	58209666
ENSBTAG00000030403	FIZ1	18	+	62393201	62408437
ENSBTAG00000033326	DPEP1	18	+	14578306	14584239
ENSBTAG00000023419	SULT2A1	18	-	55173175	55191604
ENSBTAG00000004043	ENSBTAG00000004043	18	+	63174842	63177907
ENSBTAG00000000803	ZNF667	18	+	63871806	63894090
ENSBTAG00000047251	bta-mir-2900	18	-	64276824	64276877
ENSBTAG00000039075	ZNF527	18	+	47582089	47594485
ENSBTAG00000040209	ZNF112	18	-	52582623	52592461
ENSBTAG00000012215	CPNE7	18	+	14543443	14555499
ENSBTAG00000045370	U1	18	-	44862090	44862235
ENSBTAG00000043658	5S_rRNA	18	+	65601078	65601197
ENSBTAG00000008185	RTN2	18	-	53514400	53522925
ENSBTAG00000046947	ENSBTAG00000046947	18	+	63922824	63923147
ENSBTAG00000048191	bta-mir-2887-1	18	+	59526947	59527003
ENSBTAG00000013107	SHANK1	18	-	57208106	57253991
ENSBTAG00000015968	ACSF3	18	+	14254106	14292739
ENSBTAG00000032576	CMTM2	18	+	34427370	34449848
ENSBTAG00000039014	DEF8	18	+	14775250	14787642
ENSBTAG00000004838	IRX5	18	+	23309540	23312757
ENSBTAG00000017762	GNG8	18	-	54195285	54195883
ENSBTAG00000042756	U4	18	+	29354917	29355070
ENSBTAG00000014267	ZCCHC14	18	-	13036326	13079896
ENSBTAG00000039081	ENSBTAG00000039081	18	-	63754418	63757389
ENSBTAG00000047815	ENSBTAG00000047815	18	-	50417677	50424483
ENSBTAG00000040054	ENSBTAG00000040054	18	-	55235067	55235856
ENSBTAG00000030882	ENSBTAG00000030882	18	+	53270706	53284300
ENSBTAG00000018834	PPP1R37	18	+	53169569	53207223
ENSBTAG00000006862	MEIS3	18	-	54825681	54836604
ENSBTAG00000011517	CCDC106	18	-	62342041	62345590
ENSBTAG00000017816	FXYD1	18	+	46053083	46057378
ENSBTAG00000018770	HSDL1	18	-	10439489	10451245
ENSBTAG00000020983	RRAS	18	-	56497094	56501119
ENSBTAG00000046772	CLEC3A	18	+	5244684	5253673
ENSBTAG00000018162	VN1R4	18	+	58494237	58495142
ENSBTAG00000026944	LILRA4	18	+	63205613	63209078
ENSBTAG00000012083	IRX3	18	-	22692066	22694550
ENSBTAG00000026080	ENSBTAG00000026080	18	-	63047792	63055631
ENSBTAG00000012016	LMTK3	18	-	55609442	55624795
ENSBTAG00000008544	SALL1	18	-	19640447	19654562
ENSBTAG00000005170	ADGRG5	18	+	25608275	25633395
ENSBTAG00000013266	PMFBP1	18	+	39097785	39143822
ENSBTAG00000019884	PKD1L3	18	+	39221305	39300130
ENSBTAG00000010046	ZNF350	18	+	58212122	58220103
ENSBTAG00000009495	BCAM	18	+	52965138	52976445
ENSBTAG00000014818	MYLK3	18	-	15089441	15131888
ENSBTAG00000039341	ENSBTAG00000039341	18	-	64743056	64744108
ENSBTAG00000006859	ENSBTAG00000006859	18	-	51735956	51780801
ENSBTAG00000047571	ENSBTAG00000047571	18	+	45438596	45440643
ENSBTAG00000003353	SLC6A2	18	+	23962442	24002080
ENSBTAG00000018326	FXYD7	18	+	46057592	46066618
ENSBTAG00000029640	U1	18	-	14877692	14877845
ENSBTAG00000030885	SSC5D	18	-	62447620	62471100
ENSBTAG00000016114	CABP5	18	-	55294576	55303680
ENSBTAG00000018882	BSP5	18	+	51926743	51931019
ENSBTAG00000000336	ENSBTAG00000000336	18	+	61227637	61232066
ENSBTAG00000005819	CCDC61	18	+	53932078	53944868
ENSBTAG00000009079	ENSBTAG00000009079	18	+	50314966	50323667
ENSBTAG00000037537	ENSBTAG00000037537	18	+	57588055	57594260
ENSBTAG00000030454	ENSBTAG00000030454	18	+	59385750	59387124
ENSBTAG00000045572	ZNF319	18	-	25984798	25986558
ENSBTAG00000044492	ENSBTAG00000044492	18	-	62670081	62670269
ENSBTAG00000003886	BSP3	18	+	51917197	51920523
ENSBTAG00000043361	U6	18	-	62451476	62451579
ENSBTAG00000002290	ENSBTAG00000002290	18	-	61680432	61686814
ENSBTAG00000019938	N4BP1	18	-	17033279	17085940
ENSBTAG00000046749	ENSBTAG00000046749	18	-	29444422	29509220
ENSBTAG00000039691	ENSBTAG00000039691	18	+	63313174	63319123
ENSBTAG00000021176	CRISPLD2	18	+	10985132	11050904
ENSBTAG00000012642	TRADD	18	-	34912745	34918691
ENSBTAG00000011887	CD22	18	+	46228132	46239044
ENSBTAG00000004757	LTBP4	18	+	50173268	50202104
ENSBTAG00000001260	PINLYP	18	+	52120387	52124418
ENSBTAG00000012465	FOXC2	18	+	12422846	12425239
ENSBTAG00000047953	ENSBTAG00000047953	18	+	62918864	62932174
ENSBTAG00000048174	bta-mir-2887-2	18	-	50714306	50714362
ENSBTAG00000016243	RBL2	18	+	21879671	21925829
ENSBTAG00000037888	LYPD5	18	-	52331344	52334826
ENSBTAG00000045692	ENSBTAG00000045692	18	-	34196399	34215940
ENSBTAG00000007170	SLC38A7	18	-	26514591	26525996
ENSBTAG00000045861	TARM1	18	+	63479271	63486993
ENSBTAG00000005261	FCGBP	18	-	49726103	49751466
ENSBTAG00000005330	KRTDAP	18	-	46342488	46345919
ENSBTAG00000047175	GP6	18	-	62935386	62945850
ENSBTAG00000038534	ZNF446	18	+	65906273	65910529
ENSBTAG00000007544	MARVELD3	18	-	39556899	39571580
ENSBTAG00000044426	ENSBTAG00000044426	18	-	48043147	48043216
ENSBTAG00000011693	LENG9	18	-	63117358	63118908
ENSBTAG00000001262	IRGQ	18	-	52152026	52155244
ENSBTAG00000020318	DBNDD1	18	-	14816920	14824814
ENSBTAG00000046087	ENSBTAG00000046087	18	-	63759771	63762510
ENSBTAG00000045731	ENSBTAG00000045731	18	-	64184833	64187720
ENSBTAG00000015576	NPAS1	18	+	54516899	54532816
ENSBTAG00000048005	MGC157368	18	-	64216861	64229275
ENSBTAG00000001882	CD79A	18	-	51679284	51682971
ENSBTAG00000018013	EMP3	18	+	55482512	55486850
ENSBTAG00000040294	ENSBTAG00000040294	18	+	62259970	62260863
ENSBTAG00000039413	ENSBTAG00000039413	18	-	63016439	63019902
ENSBTAG00000000027	IGFL1	18	-	53961670	53964590
ENSBTAG00000000332	ERF	18	+	51350921	51357467
ENSBTAG00000045989	CDC42EP5	18	-	63119873	63124888
ENSBTAG00000016695	KCNG4	18	-	10500704	10513342
ENSBTAG00000003267	ZNF132	18	-	65878289	65880106
ENSBTAG00000008614	CCDC155	18	+	56310915	56332899
ENSBTAG00000011664	ZIM2	18	+	64175124	64177906
ENSBTAG00000037818	ENSBTAG00000037818	18	-	56567743	56568270
ENSBTAG00000017333	PRX	18	-	50017095	50025049
ENSBTAG00000030578	PTOV1	18	+	56658490	56666065
ENSBTAG00000005702	CNGB1	18	-	25894541	25963429
ENSBTAG00000021647	FCAR	18	+	62838472	62849020
ENSBTAG00000004751	SPTBN4	18	+	50077666	50154685
ENSBTAG00000045498	SULT2B1	18	+	55660402	55697135
ENSBTAG00000017814	LGI4	18	-	46040472	46049240
ENSBTAG00000031420	ENSBTAG00000031420	18	-	46193810	46194096
ENSBTAG00000039453	ENSBTAG00000039453	18	+	65898624	65902938
ENSBTAG00000009364	ENSBTAG00000009364	18	+	61714020	61719354
ENSBTAG00000033334	SPATA2L	18	-	14617872	14621516
ENSBTAG00000015579	TMEM160	18	-	54532951	54535397
ENSBTAG00000004248	MLYCD	18	+	10250180	10263073
ENSBTAG00000023752	PABPN1L	18	-	14086352	14089008
ENSBTAG00000013697	CLASRP	18	+	53129172	53153714
ENSBTAG00000011021	CES1	18	+	24031967	24058134
ENSBTAG00000019266	TDRD12	18	+	43371586	43432256
ENSBTAG00000018635	ATP1A3	18	+	51587793	51603479
ENSBTAG00000004994	ENSBTAG00000004994	18	-	43927222	43929798
ENSBTAG00000021157	PPP6R1	18	+	62665594	62676998
ENSBTAG00000038797	ENSBTAG00000038797	18	-	63025558	63028832
ENSBTAG00000002976	CD177	18	+	51877254	51888120
ENSBTAG00000033333	CDK10	18	+	14610728	14617868
ENSBTAG00000007036	SLC17A7	18	-	56343318	56354548
ENSBTAG00000038022	ENSBTAG00000038022	18	+	63833941	63836659
ENSBTAG00000019267	MMP2	18	+	23828638	23855657
ENSBTAG00000042598	SNORA18	18	-	29603094	29603222
ENSBTAG00000007336	HCST	18	+	46778207	46779500
ENSBTAG00000046666	TTC9B	18	-	49888149	49890488
ENSBTAG00000030705	DACT3	18	-	54208182	54218832
ENSBTAG00000013921	CKM	18	-	53383534	53392948
ENSBTAG00000006354	HP	18	-	39173135	39179293
ENSBTAG00000016299	ZNF784	18	+	62371838	62374877
ENSBTAG00000047423	ERICH4	18	+	50856438	50858587
ENSBTAG00000046987	CENPBD1	18	+	65988435	65989328
ENSBTAG00000009337	PNMAL1	18	+	54079702	54083589
ENSBTAG00000038706	MT1E	18	-	24112351	24114381
ENSBTAG00000036391	bta-mir-212	19	-	23651570	23651680
ENSBTAG00000014355	MYCBPAP	19	-	36822723	36845371
ENSBTAG00000043781	5S_rRNA	19	-	10017665	10017778
ENSBTAG00000020078	KRT39	19	-	41818680	41825293
ENSBTAG00000037424	ENSBTAG00000037424	19	+	9224990	9226905
ENSBTAG00000044269	U6	19	+	49902108	49902218
ENSBTAG00000018178	NARF	19	-	50743493	50760548
ENSBTAG00000010738	CCL14	19	+	14775262	14780081
ENSBTAG00000029295	5S_rRNA	19	-	22856214	22856325
ENSBTAG00000003707	GRAP	19	+	34796322	34817309
ENSBTAG00000007015	COX11	19	-	5283759	5290259
ENSBTAG00000004111	LRRC45	19	-	51478679	51493635
ENSBTAG00000043025	U6	19	+	28383354	28383463
ENSBTAG00000017739	TNK1	19	+	27700503	27706189
ENSBTAG00000002898	UNC45B	19	-	15233409	15265756
ENSBTAG00000012302	RTN4RL1	19	-	23559326	23560666
ENSBTAG00000008092	RAB37	19	-	57289296	57398998
ENSBTAG00000017512	MAPT	19	+	46524375	46644713
ENSBTAG00000017751	RGS9	19	+	62614470	62654740
ENSBTAG00000038759	ENSBTAG00000038759	19	-	41920061	41920735
ENSBTAG00000024934	ENSBTAG00000024934	19	+	50915619	50922806
ENSBTAG00000043534	U6	19	+	45632903	45633006
ENSBTAG00000000827	TAOK1	19	+	21308239	21363144
ENSBTAG00000014113	CCL8	19	-	16137674	16139707
ENSBTAG00000010758	SMIM5	19	-	56566599	56573547
ENSBTAG00000021427	HOXB3	19	-	38573225	38576915
ENSBTAG00000045067	SNORD124	19	-	40992603	40992706
ENSBTAG00000024942	RPRML	19	+	45889155	45889866
ENSBTAG00000046580	LGP2	19	-	42877797	42888179
ENSBTAG00000029914	bta-mir-365-2	19	-	18811262	18811372
ENSBTAG00000018759	ENSBTAG00000018759	19	-	41259127	41259981
ENSBTAG00000035001	ENSBTAG00000035001	19	-	9209310	9210245
ENSBTAG00000045001	ENSBTAG00000045001	19	-	20036040	20036128
ENSBTAG00000013529	ENSBTAG00000013529	19	+	45233934	45237988
ENSBTAG00000000029	LYZL6	19	-	45859214	45866764
ENSBTAG00000002981	FAM64A	19	-	26021979	26026009
ENSBTAG00000008441	SOCS3	19	+	54458856	54459555
ENSBTAG00000048216	BHLHA9	19	-	22194038	22194712
ENSBTAG00000043915	snoU2_19	19	-	21491512	21491591
ENSBTAG00000006525	FDXR	19	+	57164031	57175524
ENSBTAG00000000829	CARKL	19	-	24933750	24951464
ENSBTAG00000045667	ENSBTAG00000045667	19	-	24730810	24731754
ENSBTAG00000012040	GIT1	19	-	21391293	21400011
ENSBTAG00000029982	bta-mir-142	19	-	9527305	9527391
ENSBTAG00000025129	MNT	19	-	23933636	23947144
ENSBTAG00000019095	CCR10	19	-	43377279	43379246
ENSBTAG00000006916	TAF15	19	-	14858564	14890086
ENSBTAG00000043745	7SK	19	-	51988254	51988578
ENSBTAG00000044918	U6	19	+	56342635	56342737
ENSBTAG00000006276	C1QTNF1	19	-	53978217	53984772
ENSBTAG00000011447	FAM171A2	19	-	44782788	44792763
ENSBTAG00000039227	5S_rRNA	19	+	64048565	64048684
ENSBTAG00000025183	ANKRD40	19	+	36610213	36616333
ENSBTAG00000019658	ASB16	19	+	44614052	44621587
ENSBTAG00000010517	EVPL	19	+	56256889	56274684
ENSBTAG00000043339	U6	19	+	56736295	56736397
ENSBTAG00000024914	ENSBTAG00000024914	19	-	54584763	54585281
ENSBTAG00000024929	PPP1R27	19	+	51658045	51659508
ENSBTAG00000033270	SEBOX	19	-	20411439	20412406
ENSBTAG00000017136	SSTR2	19	-	58718134	58719240
ENSBTAG00000009885	TACO1	19	+	48550948	48554770
ENSBTAG00000011984	ENSBTAG00000011984	19	-	20615339	20618074
ENSBTAG00000009968	TBX4	19	-	11865527	11891936
ENSBTAG00000018518	RASL10B	19	-	14950018	14956393
ENSBTAG00000011359	CD7	19	+	51152180	51155591
ENSBTAG00000019090	PLEKHH3	19	-	43366278	43374706
ENSBTAG00000018204	MYH1	19	-	30110728	30134757
ENSBTAG00000040323	SECTM1	19	+	51104746	51149867
ENSBTAG00000038910	SECTM1	19	-	50977054	50984331
ENSBTAG00000028692	5S_rRNA	19	+	50079702	50079819
ENSBTAG00000020119	RNF43	19	-	9548268	9612348
ENSBTAG00000047272	CCDC182	19	-	8790002	8790463
ENSBTAG00000003192	TBC1D16	19	+	53181379	53245548
ENSBTAG00000015751	MEOX1	19	-	44170625	44189417
ENSBTAG00000010637	ARSG	19	+	62368464	62401915
ENSBTAG00000010317	SPPL2C	19	+	46492710	46494782
ENSBTAG00000020859	SERPINF2	19	+	23403657	23411269
ENSBTAG00000046273	MGC155170	19	-	22667523	22675073
ENSBTAG00000016249	NAGS	19	+	44486048	44491268
ENSBTAG00000011803	MYHC-EMBRYONIC	19	-	30230160	30251091
ENSBTAG00000043290	U6	19	-	28862248	28862351
ENSBTAG00000018391	C17orf64	19	-	12822573	12833792
ENSBTAG00000047245	ENSBTAG00000047245	19	+	51001353	51001415
ENSBTAG00000039880	ENSBTAG00000039880	19	-	42004075	42004734
ENSBTAG00000040282	NOG	19	-	7613376	7614074
ENSBTAG00000010674	IGLV5-48	19	-	3427683	3428230
ENSBTAG00000003074	SLC16A6	19	+	62486092	62496100
ENSBTAG00000046743	ENSBTAG00000046743	19	-	22151865	22151934
ENSBTAG00000013792	UBALD2	19	-	56072684	56078553
ENSBTAG00000011759	C1QL1	19	-	45288725	45295349
ENSBTAG00000036361	bta-mir-152	19	+	39081165	39081250
ENSBTAG00000040460	KRT23	19	-	41772736	41789002
ENSBTAG00000045292	5S_rRNA	19	-	62526146	62526277
ENSBTAG00000042852	SNORA43	19	-	36589050	36589183
ENSBTAG00000008328	ENSBTAG00000008328	19	+	57552926	57556471
ENSBTAG00000000344	SPACA3	19	-	17572479	17575473
ENSBTAG00000000589	CACNG4	19	+	63675100	63725656
ENSBTAG00000005352	CRYBA1	19	+	21145241	21152189
ENSBTAG00000001195	KCNH4	19	-	42922699	42938502
ENSBTAG00000045449	bta-mir-2349	19	-	54221185	54221249
ENSBTAG00000040362	ENSBTAG00000040362	19	-	24520572	24521504
ENSBTAG00000038126	WIPF2	19	+	41162358	41177893
ENSBTAG00000019432	ICAM2	19	-	48857450	48867609
ENSBTAG00000020000	RAP1GAP2	19	+	24395974	24452796
ENSBTAG00000018345	FBXO39	19	-	25750465	25758746
ENSBTAG00000012311	CACNG5	19	+	63621226	63627088
ENSBTAG00000018840	ENSBTAG00000018840	19	-	36032858	36035427
ENSBTAG00000044394	ENSBTAG00000044394	19	-	11089938	11090017
ENSBTAG00000020590	FZD2	19	+	44954982	44956760
ENSBTAG00000047313	TSPY-M2	19	+	11490263	11492611
ENSBTAG00000015763	SPATA22	19	-	24809409	24824295
ENSBTAG00000000546	TOB1	19	+	36512064	36515184
ENSBTAG00000008832	CCL1	19	+	16110980	16114069
ENSBTAG00000045840	bta-mir-2886	19	+	38542846	38542920
ENSBTAG00000002605	ENSBTAG00000002605	19	-	33601282	33650183
ENSBTAG00000044401	U2	19	+	18707014	18707208
ENSBTAG00000011280	TBKBP1	19	-	39384855	39401009
ENSBTAG00000002850	HEATR9	19	+	14834532	14851130
ENSBTAG00000044395	bta-mir-2336	19	+	22824635	22824710
ENSBTAG00000046372	ENSBTAG00000046372	19	+	19641109	19650002
ENSBTAG00000030523	ZPBP2	19	+	40868079	40877769
ENSBTAG00000020433	NLRP1	19	+	26638785	26668466
ENSBTAG00000014278	TBX2	19	-	11943185	11951411
ENSBTAG00000007147	CUEDC1	19	-	8900990	8974286
ENSBTAG00000003802	TEKT3	19	-	33418200	33451244
ENSBTAG00000017747	PLSCR3	19	-	27706379	27710913
ENSBTAG00000021462	CSF3	19	+	40981690	40983998
ENSBTAG00000016851	RPS6KB1	19	+	11070901	11107334
ENSBTAG00000006520	MYO15B	19	-	35047309	35093223
ENSBTAG00000038765	ENSBTAG00000038765	19	+	38396505	38396586
ENSBTAG00000034766	U1	19	-	9877638	9877801
ENSBTAG00000048034	GLTPD2	19	+	27204703	27206013
ENSBTAG00000000133	CD68	19	+	27921927	27923997
ENSBTAG00000021933	ALOX12	19	+	27421125	27434258
ENSBTAG00000011003	IKZF3	19	-	40779127	40864311
ENSBTAG00000005052	GLP2R	19	+	29608715	29648238
ENSBTAG00000047797	ENSBTAG00000047797	19	-	18811425	18811513
ENSBTAG00000045921	ENSBTAG00000045921	19	+	9351922	9352851
ENSBTAG00000008366	STAC2	19	-	40340981	40352870
ENSBTAG00000042764	U6	19	+	46363350	46363456
ENSBTAG00000006035	PPP1R1B	19	+	40655222	40663767
ENSBTAG00000001804	GPR179	19	-	39626283	39641576
ENSBTAG00000002749	CRHR1	19	+	46456088	46483532
ENSBTAG00000009298	XYLT2	19	-	36946358	36959645
ENSBTAG00000008798	LRRC48	19	-	35137978	35158072
ENSBTAG00000006280	RBFOX3	19	+	53623087	53953037
ENSBTAG00000019122	EFCAB5	19	+	21725530	21790297
ENSBTAG00000034767	U1	19	-	9876461	9876624
ENSBTAG00000006777	TLCD1	19	-	20707031	20709465
ENSBTAG00000015036	RAD51C	19	+	9888991	9919367
ENSBTAG00000004617	KIF19	19	-	57726115	57753535
ENSBTAG00000012854	GSDMB	19	-	40894257	40905176
ENSBTAG00000016799	ERN1	19	-	48924511	48971838
ENSBTAG00000043123	U6	19	+	17494127	17494233
ENSBTAG00000015368	SEPT4	19	-	9697827	9707120
ENSBTAG00000030546	KRT26	19	-	41618443	41624587
ENSBTAG00000007437	TEKT1	19	-	25667183	25682924
ENSBTAG00000014806	ATP2A3	19	-	25163841	25198117
ENSBTAG00000042876	U6	19	+	37368257	37368364
ENSBTAG00000001610	BEB3	19	-	44692189	44708381
ENSBTAG00000000855	NXN	19	+	22457712	22621493
ENSBTAG00000008605	DNAH2	19	+	28027092	28134582
ENSBTAG00000044940	ENSBTAG00000044940	19	-	45893859	45893938
ENSBTAG00000046124	KRT36	19	-	42325914	42329903
ENSBTAG00000045769	ENSBTAG00000045769	19	+	9316127	9317062
ENSBTAG00000019049	AATK	19	+	52181458	52196943
ENSBTAG00000013274	CENPV	19	+	33878366	33886577
ENSBTAG00000044038	TEN1	19	-	56279922	56300266
ENSBTAG00000006807	KRT35	19	-	42313515	42317810
ENSBTAG00000008611	IGFBP4	19	+	41326678	41338255
ENSBTAG00000044056	C19H17orf98	19	-	40068315	40071728
ENSBTAG00000045621	C17orf50	19	-	14931963	14935460
ENSBTAG00000034768	U1	19	-	9857636	9857799
ENSBTAG00000046225	ENSBTAG00000046225	19	-	41853946	41854242
ENSBTAG00000045732	C17orf105	19	+	44296165	44312850
ENSBTAG00000003439	AKAP10	19	+	34343306	34386583
ENSBTAG00000017408	KRT40	19	-	41834733	41841840
ENSBTAG00000015518	KRT12	19	-	41708205	41713675
ENSBTAG00000032457	ENSBTAG00000032457	19	-	24801593	24802537
ENSBTAG00000031737	TMEM102	19	+	27747547	27749621
ENSBTAG00000025126	ENSBTAG00000025126	19	+	26675245	26676864
ENSBTAG00000039556	MGC159964	19	+	62424507	62457703
ENSBTAG00000015394	FN3K	19	-	50537804	50546687
ENSBTAG00000024901	ENSBTAG00000024901	19	+	57500202	57504157
ENSBTAG00000042700	U6	19	-	16292950	16293056
ENSBTAG00000025213	OMG	19	+	19044190	19046816
ENSBTAG00000047858	ENSBTAG00000047858	19	+	25901825	25902636
ENSBTAG00000004475	CDK5R1	19	-	18027469	18028392
ENSBTAG00000037560	HKA1	19	-	42226385	42230810
ENSBTAG00000012436	HES7	19	-	28375017	28377490
ENSBTAG00000030174	ACOX1	19	+	56300413	56321456
ENSBTAG00000034769	U1	19	-	9850958	9851121
ENSBTAG00000046226	ENSBTAG00000046226	19	+	51110371	51110433
ENSBTAG00000002680	TMEM132E	19	-	15792361	15810652
ENSBTAG00000038386	KRTAP4-7	19	-	41985182	41986261
ENSBTAG00000026859	OR3A1	19	-	24654314	24655261
ENSBTAG00000008333	ETV4	19	-	44068484	44083638
ENSBTAG00000046162	ZNF385C	19	-	42818405	42850694
ENSBTAG00000000928	SPECC1	19	-	34124435	34195907
ENSBTAG00000039018	OR1G1	19	-	24506058	24507032
ENSBTAG00000034681	CA10	19	-	627558	1472951
ENSBTAG00000017242	FADS6	19	+	57141972	57157895
ENSBTAG00000024926	TMEM235	19	-	54546914	54552469
ENSBTAG00000001615	RUNDC3A	19	+	44742151	44751739
ENSBTAG00000010899	TIMP2	19	+	54079297	54131052
ENSBTAG00000037529	ENSBTAG00000037529	19	+	24707451	24708485
ENSBTAG00000001621	EFCAB13	19	+	47043850	47097593
ENSBTAG00000048278	C17orf47	19	-	9718926	9721230
ENSBTAG00000007125	AFMID	19	-	54573839	54596303
ENSBTAG00000039954	COPZ2	19	+	39081066	39090187
ENSBTAG00000048282	ENSBTAG00000048282	19	-	24598261	24599226
ENSBTAG00000018823	GRN	19	+	44775157	44782140
ENSBTAG00000003966	DUSP3	19	-	44281113	44294691
ENSBTAG00000011616	MPO	19	-	9473004	9484176
ENSBTAG00000002982	PITPNM3	19	+	25942767	26017902
ENSBTAG00000019972	ENTHD2	19	+	52090695	52101811
ENSBTAG00000004119	NEUROD2	19	-	40634439	40635587
ENSBTAG00000010509	CDK3	19	-	56275538	56279838
ENSBTAG00000046283	ENSBTAG00000046283	19	-	9891232	9892158
ENSBTAG00000016175	SPNS3	19	+	25530011	25589282
ENSBTAG00000046217	ENSBTAG00000046217	19	-	24749223	24750164
ENSBTAG00000024915	ENSBTAG00000024915	19	-	50942748	50968699
ENSBTAG00000016370	ENSBTAG00000016370	19	+	27784052	27785620
ENSBTAG00000037553	KRT33A	19	-	42185570	42190899
ENSBTAG00000009496	STAT5A	19	+	43033597	43054075
ENSBTAG00000011713	ENSBTAG00000011713	19	-	56580039	56586212
ENSBTAG00000021916	MYL4	19	+	46925386	46938601
ENSBTAG00000010745	THRA	19	+	41017271	41042023
ENSBTAG00000006618	HLF	19	+	5696798	5747138
ENSBTAG00000010125	STAT5B	19	-	42960226	42996671
ENSBTAG00000009332	TTLL6	19	+	38363731	38394137
ENSBTAG00000024975	ENSBTAG00000024975	19	-	45520281	45526187
ENSBTAG00000017771	EPN2	19	-	34721003	34771507
ENSBTAG00000036115	ENSBTAG00000036115	19	-	3970227	4030794
ENSBTAG00000044840	ENSBTAG00000044840	19	+	38374504	38374566
ENSBTAG00000045560	ENSBTAG00000045560	19	+	149230	150708
ENSBTAG00000045824	SOX9	19	-	59492677	59494539
ENSBTAG00000004787	METRNL	19	-	50243829	50258586
ENSBTAG00000004690	CD300E	19	+	57437658	57439771
ENSBTAG00000001609	MAP2K6	19	-	61708769	61814973
ENSBTAG00000039819	RPH3AL	19	+	22872042	23011338
ENSBTAG00000002441	PPY	19	-	44437199	44437928
ENSBTAG00000007090	MYH2	19	-	30137767	30165109
ENSBTAG00000029775	bta-mir-338	19	+	52189629	52189720
ENSBTAG00000009126	YBX2	19	-	27622773	27628780
ENSBTAG00000009835	CACNA1G	19	-	36731340	36792932
ENSBTAG00000008773	GUCY2D	19	+	28274099	28288583
ENSBTAG00000020992	RHBDL3	19	-	18160728	18192076
ENSBTAG00000040600	U2	19	-	43937802	43937992
ENSBTAG00000043442	SNORD65	19	-	33813459	33813532
ENSBTAG00000014687	TP53I13	19	+	21385501	21389754
ENSBTAG00000019153	JMJD6	19	+	55675264	55681075
ENSBTAG00000046652	ENSBTAG00000046652	19	+	24677022	24677969
ENSBTAG00000046075	ENSBTAG00000046075	19	-	41953576	41954349
ENSBTAG00000008913	TMEM98	19	-	17622149	17634850
ENSBTAG00000007166	CAMKK1	19	-	25106724	25135095
ENSBTAG00000008289	ZBTB4	19	-	27769639	27773345
ENSBTAG00000047540	bta-mir-4523	19	+	21262115	21262183
ENSBTAG00000014693	TMEM88	19	+	28156792	28157769
ENSBTAG00000047043	DCXR	19	+	51461750	51463698
ENSBTAG00000044288	bta-mir-2345	19	-	50931428	50931490
ENSBTAG00000029892	bta-mir-10a	19	+	38549254	38549362
ENSBTAG00000003786	GCGR	19	-	51673284	51677365
ENSBTAG00000020061	KCNJ12	19	+	35955796	35991013
ENSBTAG00000025130	HIC1	19	+	23655531	23659389
ENSBTAG00000019437	ENSBTAG00000019437	19	+	15129226	15141376
ENSBTAG00000000044	MYADML2	19	+	51562314	51565450
ENSBTAG00000047689	ENSBTAG00000047689	19	+	9276039	9276974
ENSBTAG00000015893	EPN3	19	-	36811806	36821284
ENSBTAG00000029955	bta-mir-193a	19	-	18824221	18824301
ENSBTAG00000006606	FAM101B	19	+	22835876	22841764
ENSBTAG00000008115	TNFAIP1	19	+	20379926	20388607
ENSBTAG00000017461	SLC16A3	19	-	51243972	51255385
ENSBTAG00000025009	HOXB9	19	+	38503102	38507053
ENSBTAG00000045652	PYY2	19	-	44456886	44458077
ENSBTAG00000016776	BAHCC1	19	-	51911293	51945652
